,accession#,sentences,num_chars
211,0000940394-13-000369,"investment markets in emerging market countries are typically substantially smaller, less liquid and more volatile than the major markets in developed countries.",161
212,0000940394-13-000369,"as a result, fund share values may be more volatile than if the fund invested only in developed markets.",104
213,0000940394-13-000369,emerging market countries may have relatively unstable governments and economies.,81
214,0000940394-13-000369,"emerging market investments often are subject to speculative trading, which typically contributes to volatility.",112
215,0000940394-13-000369,"trading in foreign and emerging markets typically involves higher eaton vance tax-managed small-cap value fund 2 summary prospectus dated march 1, 2013 expense than trading in the united states.",194
216,0000940394-13-000369,the fund may have difficulties enforcing its legal or contractual rights in a foreign country.,94
217,0000940394-13-000369,the value of investments denominated in foreign currencies can be adversely affected by changes in foreign currency exchange rates.,131
218,0000940394-13-000369,"depositary receipts are subject to many of the risks associated with investing directly in foreign securities, including political, economic and market risks.",158
219,0000940394-13-000369,securities lending risk.,24
220,0000940394-13-000369,securities lending involves possible delay in recovery of the securities or possible loss of rights in the collateral should the borrower fail financially.,155
221,0000940394-13-000369,"as a result, the value of fund shares may fall and there may be a delay in recovering the loaned securities.",108
